sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
NC=1C=NC=2C=CC=CC2C1,Z234895085,144.174,144.174,1.702,-1.85,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z234895085
CNC1=NC=2C=CC=CC2N1,Z56767838,147.178,147.178,2.036,-2.41,2,2,40.71,0,https://real.enamine.net/public-enum-files/Z56767838
C1=CNC(=N1)C=2C=CN=CC2,Z728187792,145.162,145.162,0.73,-0.98,1,2,41.57,1,https://real.enamine.net/public-enum-files/Z728187792
CC=1C(O)=CC=CC1C(=O)O,Z1201620461,152.148,152.148,1.706,-1.4,2,3,57.53,1,https://real.enamine.net/public-enum-files/Z1201620461
NC=1N=CC=C2C=CC=CC12,Z1203162487,144.174,144.174,1.492,-2.5,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z1203162487
O=C(O)CCC=1C=CC(Cl)=CC1,Z178961272,184.619,184.619,2.616,-2.11,1,2,37.3,3,https://real.enamine.net/public-enum-files/Z178961272
NS(=O)(=O)C=1C=C(Cl)C=C(Cl)C1,Z45415617,226.081,226.081,2.064,-2.851,1,2,60.16,1,https://real.enamine.net/public-enum-files/Z45415617
O=C(O)CC=1C=C(Cl)C=C(Cl)C1,Z1269159102,205.037,205.037,2.84,-2.579,1,2,37.3,2,https://real.enamine.net/public-enum-files/Z1269159102
C1=CC=C(C=C1)CC=2C=CN=CC2,Z104477464,169.223,169.223,2.712,-2.21,0,1,12.89,2,https://real.enamine.net/public-enum-files/Z104477464
O=C(O)C=1C=CC(=CC1)C(F)(F)F,Z56922105,190.12,190.12,2.94,-2.6,1,2,37.3,2,https://real.enamine.net/public-enum-files/Z56922105
CN(C)C=1C=CC=C(C1)C(=O)NN,Z56858159,179.219,179.219,0.625,-1.57,2,3,58.36,3,https://real.enamine.net/public-enum-files/Z56858159
COC=1C=CC(=CC1OC)C(=O)O,Z104478452,182.174,182.174,1.665,-1.58,1,4,55.76,3,https://real.enamine.net/public-enum-files/Z104478452
CC=1C=C(Br)C=2NC(=O)C(=O)C2C1,Z111834284,240.053,240.053,2.19,-3.69,1,2,46.17,0,
N=C(N)C1=CC=C2C=CC=CC2=C1,Z381356458,170.211,170.211,1.819,-3.54,2,2,49.87,1,https://real.enamine.net/public-enum-files/Z381356458
CC=1C=C(CO)C2=CC=CC=C2N1,Z397587554,173.212,173.212,1.94,-1.76,1,2,33.12,1,https://real.enamine.net/public-enum-files/Z397587554
C1=NC(=CS1)C2=NC=3C=CC=CC3N2,Z104480436,201.249,201.249,2.358,-3.19,1,2,41.57,1,https://real.enamine.net/public-enum-files/Z104480436
O=C(O)CNC(=O)NC1CCCCC1,Z228589126,200.235,200.235,1.431,-1.67,3,3,78.43,5,https://real.enamine.net/public-enum-files/Z228589126
CNCC=1C=CC(=CC1)N2CCCCC2,Z102767654,204.312,204.312,2.348,-1.79,1,2,15.27,3,https://real.enamine.net/public-enum-files/Z102767654
O=C(O)CC1=NNC(=O)C=2C=CC=CC12,Z56871698,204.183,204.183,-0.573,-2.57,2,4,78.76,2,https://real.enamine.net/public-enum-files/Z56871698
O=C(O)C=1C=NC=C(C1)C=2C=CC=CC2,Z363993550,199.206,199.206,2.687,-2.82,1,3,50.19,2,https://real.enamine.net/public-enum-files/Z363993550
NC=1C=CC(C(=O)O)=C(O)C1,Z90121065,153.136,153.136,1.056,-0.95,3,4,83.55,1,https://real.enamine.net/public-enum-files/Z90121065
CC=1C=CC=C(O)C1,Z104473820,108.138,108.138,1.974,-1.46,1,1,20.23,0,https://real.enamine.net/public-enum-files/Z104473820
O=C(O)C1=CSC=N1,Z800222638,129.138,129.138,0.831,-0.85,1,3,50.19,1,https://real.enamine.net/public-enum-files/Z800222638
CSC=1C=CC(N)=CC1,Z104511114,139.219,139.219,1.474,-1.99,1,1,26.02,1,https://real.enamine.net/public-enum-files/Z104511114
CC1=CC(C)=NC(N)=N1,Z104501152,123.156,123.156,0.674,-0.86,1,3,51.8,0,https://real.enamine.net/public-enum-files/Z104501152
NC(=O)C=1C=CC=NC1,Z33546463,122.125,122.125,-0.206,-0.42,1,2,55.98,1,https://real.enamine.net/public-enum-files/Z33546463
CC1=NC=CN1CCO,Z425794744,126.157,126.157,-0.574,0.89,1,2,38.05,2,https://real.enamine.net/public-enum-files/Z425794744
CC=1C=C(C)N=C(N)C1,Z1192367241,122.168,122.168,1.316,-1.28,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z1192367241
NS(=O)(=O)C1=NC=CN1,Z1203748449,147.157,147.157,-0.845,-0.8,2,3,88.84,1,https://real.enamine.net/public-enum-files/Z1203748449
NC1=NNC=2C=CC=CC12,Z56820416,133.151,133.151,1.248,-2.32,2,2,54.7,0,https://real.enamine.net/public-enum-files/Z56820416
O=C(O)C=1C=CC(Br)=CC1,Z57127530,201.017,201.017,2.846,-2.65,1,2,37.3,1,https://real.enamine.net/public-enum-files/Z57127530
OC=1C=CC=2NC=CC2C1,Z1203162319,133.148,133.148,1.465,-1.85,2,1,36.02,0,https://real.enamine.net/public-enum-files/Z1203162319
COC=1C=CC=2NC=CC2C1,Z104507276,147.174,147.174,2.153,-2.29,1,1,25.02,1,https://real.enamine.net/public-enum-files/Z104507276
CC=1C=CC=C(C(=O)O)C1N,Z94600359,151.163,151.163,1.657,-1.62,2,3,63.32,1,https://real.enamine.net/public-enum-files/Z94600359
NC=1C=CC=2C=CC=CC2N1,Z56347237,144.174,144.174,1.702,-2.39,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z56347237
CC=1C=CC=2N=C(N)SC2C1,Z57069881,164.229,164.229,2.322,-3.03,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z57069881
O=C1NC=CC=2C=CC=CC12,Z56960237,145.158,145.158,0.812,-2.71,1,1,29.1,0,https://real.enamine.net/public-enum-files/Z56960237
O=C(O)CCC=1C=CC=CC1,Z57127332,150.175,150.175,1.903,-1.34,1,2,37.3,3,
O=C(O)C1=CC=2OC=CC2N1,Z1198172211,151.12,151.12,1.517,-1.59,2,2,66.23,1,
O=C1C=CC=2C=CC(O)=CC2O1,Z57150899,162.142,162.142,1.623,-2.16,1,2,46.53,0,https://real.enamine.net/public-enum-files/Z57150899
CC=1C=CC=CC1CCC(=O)O,Z317037960,164.201,164.201,2.352,-1.86,1,2,37.3,3,https://real.enamine.net/public-enum-files/Z317037960
CSC=1C=CC(O)=C(C1)C(=O)O,Z1255431342,184.214,184.214,2.765,-1.92,2,3,57.53,2,https://real.enamine.net/public-enum-files/Z1255431342
NS(=O)(=O)C=1C=CC=2CCCC2C1,Z45415660,197.256,197.256,1.318,-2.75,1,2,60.16,1,https://real.enamine.net/public-enum-files/Z45415660
O=C1NC=2C=CC=C3C=CC=C1C23,Z56899189,169.18,169.18,1.802,-3.53,1,1,29.1,0,https://real.enamine.net/public-enum-files/Z56899189
CC(=O)C=1C=CC=2OCCOC2C1,Z56854473,178.185,178.185,1.745,-2.27,0,3,35.53,1,https://real.enamine.net/public-enum-files/Z56854473
O=C(O)C=1SC=CC1N2C=CC=C2,Z227832752,193.224,193.224,2.909,-1.84,1,2,42.23,2,https://real.enamine.net/public-enum-files/Z227832752
OCC=1C=C(ON1)C=2C=CC=CC2,Z431953146,175.184,175.184,1.181,-1.93,1,2,46.26,2,https://real.enamine.net/public-enum-files/Z431953146
N#CCC1=CNC=2C=CC(Cl)=CC12,Z1162450204,190.629,190.629,2.435,-3.19,1,1,39.58,1,https://real.enamine.net/public-enum-files/Z1162450204
NS(=O)(=O)C1=CC2=CC=CC=C2O1,Z1378432729,197.213,197.213,0.865,-2.72,1,2,73.3,1,https://real.enamine.net/public-enum-files/Z1378432729
O=C(O)C=1C=NN(C1)C=2C=CC=CC2,Z99601182,188.183,188.183,2.2,-1.54,1,3,55.12,2,
O=C(O)CNC(=O)C=1C=CC=C(O)C1,Z239129930,195.172,195.172,0.326,-1.45,3,4,86.63,4,https://real.enamine.net/public-enum-files/Z239129930
O=C(O)CC1=CNC=2C=CC(Br)=CC12,Z596250880,254.08,254.08,2.435,-2.98,2,2,53.09,2,https://real.enamine.net/public-enum-files/Z596250880
O=C(O)C=1C=CC=2NC(=O)CSC2C1,Z1508957209,209.223,209.223,1.334,-2.5,2,3,66.4,1,https://real.enamine.net/public-enum-files/Z1508957209
O=C(O)CCC1=NC2=CC(Cl)=CC=C2S1,Z228584328,241.695,241.695,2.581,-2.41,1,3,50.19,3,https://real.enamine.net/public-enum-files/Z228584328
O=C(O)C=1C=CC(=NC1)C=2C=CC=CC2,Z1201621962,199.206,199.206,2.897,-2.708,1,3,50.19,2,https://real.enamine.net/public-enum-files/Z1201621962
NC(=O)C=1C=CC(O)=CC1,Z104502228,137.136,137.136,0.327,-1.17,2,2,63.32,1,https://real.enamine.net/public-enum-files/Z104502228
NC1=NC=CS1,Z104472798,100.144,100.144,0.229,-0.8,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z104472798
CC=1C=CN=C(N)C1,Z203045032,108.141,108.141,0.817,-1.1,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z203045032
COC=1C=CC(O)=CC1,Z104474598,124.137,124.137,1.574,-0.99,1,2,29.46,1,https://real.enamine.net/public-enum-files/Z104474598
NC(=O)C1CCCCC1,Z33546516,127.185,127.185,0.917,-1.84,1,1,43.09,1,https://real.enamine.net/public-enum-files/Z33546516
NC=1C=CC=CC1CO,Z104495736,123.153,123.153,-0.173,-0.74,2,2,46.25,1,https://real.enamine.net/public-enum-files/Z104495736
C#CCN1CCOC1=O,Z804943488,125.126,125.126,0.554,-1.199,0,1,29.54,1,https://real.enamine.net/public-enum-files/Z804943488
CC=1N=C(N)C=CC1Br,Z57376600,187.037,187.037,1.803,-1.92,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z57376600
COC=1C=CC(C)=CC1N,Z104477476,137.179,137.179,1.683,-1.73,1,2,35.25,1,https://real.enamine.net/public-enum-files/Z104477476
N#CCC=1C=CC(O)=CC1,Z90120144,133.148,133.148,0.897,-1.21,1,2,44.02,1,https://real.enamine.net/public-enum-files/Z90120144
NC1=NOC=2C=CC=CC12,Z218760918,134.136,134.136,1.153,-1.87,1,2,52.05,0,https://real.enamine.net/public-enum-files/Z218760918
OCCC=1C=CC(F)=CC1,Z397587326,140.155,140.155,1.476,-1.27,1,1,20.23,2,https://real.enamine.net/public-enum-files/Z397587326
O=C1C=CC=2C=CC=CC2N1,Z57473020,145.158,145.158,0.812,-2.6,1,1,29.1,0,https://real.enamine.net/public-enum-files/Z57473020
COC=1C=CC(=CC1)C(=O)O,Z56931884,152.148,152.148,2.023,-1.55,1,3,46.53,2,https://real.enamine.net/public-enum-files/Z56931884
NS(=O)(=O)C=1C=CC=CC1Cl,Z45415618,191.636,191.636,0.964,-2.1,1,2,60.16,1,https://real.enamine.net/public-enum-files/Z45415618
COC=1C=CC=CC1C(=O)O,Z57127524,152.148,152.148,1.594,-1.55,1,3,46.53,2,https://real.enamine.net/public-enum-files/Z57127524
NC=1C=CC(=CC1)S(N)(=O)=O,Z56851240,172.206,172.206,-0.572,-1.16,2,3,86.18,1,https://real.enamine.net/public-enum-files/Z56851240
NC=1C=CC(Br)=CC1C(=O)O,Z104484428,216.032,216.032,2.198,-2.48,2,3,63.32,1,https://real.enamine.net/public-enum-files/Z104484428
NC1=NC=2C=CC(F)=CC2S1,Z56899125,168.193,168.193,1.975,-2.81,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z56899125
O=C1NC=2C=C(Cl)C=CC2O1,Z57183224,169.565,169.565,1.871,-2.87,1,2,38.33,0,
NC1=NC=2C(Cl)=CC=CC2S1,Z57607000,184.647,184.647,2.545,-3.282,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z57607000
FC(F)(F)C=1N=CC(Br)=CN1,Z729557174,226.982,226.982,1.514,-2.129,0,2,25.78,1,https://real.enamine.net/public-enum-files/Z729557174
O=C(O)CC1=CC=C(Cl)C(Cl)=C1,Z104476066,205.037,205.037,2.72,-2.58,1,2,37.3,2,
O=C1C=C(O)C=2C=CC=CC2O1,Z56922074,162.142,162.142,1.916,-2.16,1,2,46.53,0,https://real.enamine.net/public-enum-files/Z56922074
CC=1C=CC(=CC1)CCC(=O)O,Z169855336,164.201,164.201,2.402,-1.86,1,2,37.3,3,https://real.enamine.net/public-enum-files/Z169855336
O=C(O)C=1C=CC=NC1C(=O)O,Z57160166,167.119,167.119,-0.042,-0.78,2,5,87.49,2,https://real.enamine.net/public-enum-files/Z57160166
CC(C)(C)C1=CC=C(O)C(O)=C1,Z104476062,166.217,166.217,2.704,-2.22,2,2,40.46,1,https://real.enamine.net/public-enum-files/Z104476062
CC1(C)CNCC2=CC=CC=C21,Z1198176426,161.244,161.244,2.633,-1.28,1,1,12.03,0,https://real.enamine.net/public-enum-files/Z1198176426
CCOC(=O)C=1C(C)=NNC1C,Z1201619441,168.193,168.193,1.685,-1.19,1,2,54.98,3,https://real.enamine.net/public-enum-files/Z1201619441
OCC1=CC=2C(Cl)=CC=CC2N1,Z1251357721,181.619,181.619,1.975,-2.83,2,1,36.02,1,https://real.enamine.net/public-enum-files/Z1251357721
CCOC=1C=CC(=CC1)S(N)(=O)=O,Z45415565,201.244,201.244,1.078,-1.709,1,3,69.39,3,https://real.enamine.net/public-enum-files/Z45415565
CC=1C=CC=C2NC(=CC12)C(=O)O,Z119989626,175.184,175.184,2.63,-3.17,2,2,53.09,1,https://real.enamine.net/public-enum-files/Z119989626
NCC1(CCCC1)C=2C=CC=CC2,Z199451530,175.271,175.271,2.985,-2.33,1,1,26.02,2,
CCN1CCC2=C(N)C=CC=C2C1,Z728884102,176.259,176.259,1.343,-1.16,1,2,29.26,1,https://real.enamine.net/public-enum-files/Z728884102
COC=1C=C(C=CC1O)CC(=O)O,Z1203162033,182.174,182.174,0.596,-0.692,2,4,66.76,3,https://real.enamine.net/public-enum-files/Z1203162033
CC=1NC=2C=CC=CC2C(=O)C1O,Z1255448123,175.184,175.184,0.314,-2.03,2,3,49.33,0,https://real.enamine.net/public-enum-files/Z1255448123
CC1=NOC(C)=C1C=2C=CC=CC2,Z1255374820,173.212,173.212,1.947,-2.51,0,1,26.03,1,https://real.enamine.net/public-enum-files/Z1255374820
NCCCN1CCC=2C=CC=CC2C1,Z271005928,190.285,190.285,1.773,-0.96,1,2,29.26,3,https://real.enamine.net/public-enum-files/Z271005928
COC=1C=CC=2NC(=CC2C1)C(=O)O,Z1096153758,191.184,191.184,2.135,-2.69,2,3,62.32,2,https://real.enamine.net/public-enum-files/Z1096153758
O=C(C=1C=CN=CC1)C=2C=CC(F)=CC2,Z385412938,201.197,201.197,2.248,-2.91,0,2,29.96,2,
CN1C=C(CCC(=O)O)C=2C=CC=CC21,Z335290460,203.238,203.238,2.359,-1.41,1,2,42.23,3,https://real.enamine.net/public-enum-files/Z335290460
CC(C)N1C=NC2=CC(=CC=C21)C(=O)O,Z431983770,204.226,204.226,2.437,-1.89,1,3,55.12,2,https://real.enamine.net/public-enum-files/Z431983770
O=C(O)CCC1=NC=2C=CC=CC2NC1=O,Z56862720,218.209,218.209,0.066,-1.35,2,4,78.76,3,
O=C1CCCC2=CC(O)=CC=C12,Z877546758,162.186,162.186,1.999,-2.08,1,2,37.3,0,
O=C(O)CC1=CC=CS1,Z104473344,142.177,142.177,1.06,-1.04,1,2,37.3,2,https://real.enamine.net/public-enum-files/Z104473344
C1=CC=2C=CC=NC2N1,Z271099378,118.136,118.136,1.175,-2.05,1,1,28.68,0,https://real.enamine.net/public-enum-files/Z271099378
N#CC=1C=CC(O)=CC1,Z104473840,119.121,119.121,1.597,-1.27,1,2,44.02,0,https://real.enamine.net/public-enum-files/Z104473840
OCC=1C=CC(Br)=CC1,Z335244742,187.034,187.034,1.967,-2.07,1,1,20.23,1,https://real.enamine.net/public-enum-files/Z335244742
O=C(O)C=1N=CC=CC1O,Z608353738,139.109,139.109,1.768,-0.23,2,4,70.42,1,https://real.enamine.net/public-enum-files/Z608353738
NC1=NC=2C=CC=CC2S1,Z56912586,150.202,150.202,1.823,-2.51,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z56912586
O=C(O)C=1C=CC(F)=CC1,Z57367354,140.112,140.112,2.126,-1.8,1,2,37.3,1,https://real.enamine.net/public-enum-files/Z57367354
CC(=O)C=1C=CC=C(N)C1,Z57127443,135.164,135.164,0.864,-1.57,1,2,43.09,1,https://real.enamine.net/public-enum-files/Z57127443
NNC(=O)C=1C=CC=CC1,Z56926669,136.152,136.152,0.265,-1.65,2,2,55.12,2,https://real.enamine.net/public-enum-files/Z56926669
CN1C2CCC1CC(=O)C2,Z362847958,139.195,139.195,0.418,-0.16,0,2,20.31,0,https://real.enamine.net/public-enum-files/Z362847958
CC(C)C=1C=CC(N)=CC1,Z104476320,135.207,135.207,2.342,-2.66,1,1,26.02,1,https://real.enamine.net/public-enum-files/Z104476320
CC=1C=CC=CC1C(=O)O,Z104495626,136.148,136.148,2.084,-2.02,1,2,37.3,1,https://real.enamine.net/public-enum-files/Z104495626
NC(=O)CN1CCCC1=O,Z56865289,142.156,142.156,-1.182,-0.15,1,2,63.4,2,https://real.enamine.net/public-enum-files/Z56865289
O=C(O)CNC1CCCC1,Z359505658,143.184,143.184,-1.652,-0.61,2,3,49.33,3,https://real.enamine.net/public-enum-files/Z359505658
CC=1C=CC=CC1S(N)(=O)=O,Z57902803,171.218,171.218,0.804,-1.61,1,2,60.16,1,https://real.enamine.net/public-enum-files/Z57902803
NC1=NC=2C=CC(Cl)=CC2S1,Z56896352,184.647,184.647,2.545,-3.28,1,2,38.91,0,https://real.enamine.net/public-enum-files/Z56896352
O=C(O)COC1CCCCC1,Z316258722,158.195,158.195,1.64,-1.16,1,3,46.53,3,https://real.enamine.net/public-enum-files/Z316258722
O=C(O)CC=1C=CC=CC1O,Z608061328,152.148,152.148,0.697,-0.66,2,3,57.53,2,https://real.enamine.net/public-enum-files/Z608061328
O=C(O)CC=1C=CC=C(O)C1,Z816000338,152.148,152.148,0.747,-0.66,2,3,57.53,2,https://real.enamine.net/public-enum-files/Z816000338
C1=CN(C=N1)C=2C=CC=CC2,Z440825046,144.174,144.174,2.08,-1.53,0,1,17.82,1,https://real.enamine.net/public-enum-files/Z440825046
CC1=NN(C)C(C)=C1CCO,Z1198175704,154.21,154.21,-0.344,0.61,1,2,38.05,2,https://real.enamine.net/public-enum-files/Z1198175704
CN1C=CC=2C=CNC2C1=O,Z1203734446,148.162,148.162,0.204,-0.96,1,1,36.1,0,https://real.enamine.net/public-enum-files/Z1203734446
O=C(O)CC=1C(Cl)=CC=CC1Cl,Z104478552,205.037,205.037,2.84,-2.58,1,2,37.3,2,https://real.enamine.net/public-enum-files/Z104478552
O=C(O)C1=CC=2C=CC=CC2O1,Z56839706,162.142,162.142,2.445,-2.61,1,2,50.44,1,https://real.enamine.net/public-enum-files/Z56839706
O=C1NC=2C=CC(Cl)=CC2C1=O,Z56899110,181.576,181.576,1.541,-2.82,1,2,46.17,0,https://real.enamine.net/public-enum-files/Z56899110
CN(C)C=1C=CC(=CN1)C(=O)O,Z330799458,166.178,166.178,1.514,-0.83,1,4,53.43,2,https://real.enamine.net/public-enum-files/Z330799458
O=C(O)C1=CC=C2C=CNC2=C1,Z385481296,161.158,161.158,2.067,-2.41,2,2,53.09,1,https://real.enamine.net/public-enum-files/Z385481296
NC1=NC=2C=CC=CC2C(=O)N1,Z840267872,161.161,161.161,0.153,-2.89,2,3,67.48,0,https://real.enamine.net/public-enum-files/Z840267872
C[C@@](O)(C(=O)O)C=1C=CC=CC1,Z1154245575,166.174,166.174,0.811,-1.49,2,3,57.53,2,https://real.enamine.net/public-enum-files/Z1154245575
COC=1C=CC=C(C(=O)O)C1OC,Z104476536,182.174,182.174,1.235,-1.58,1,4,55.76,3,https://real.enamine.net/public-enum-files/Z104476536
CC(C)N1C(N)=NC=2C=CC=CC21,Z367659362,175.231,175.231,2.134,-2.12,1,2,43.84,1,https://real.enamine.net/public-enum-files/Z367659362
CC(=O)C1=CN(C)C=2C=CC=CC12,Z57070074,173.212,173.212,2.22,-1.82,0,1,22,1,https://real.enamine.net/public-enum-files/Z57070074
CC=1C=CC=2C(=CNC2C1)C(=O)O,Z385446074,175.184,175.184,2.63,-2.84,2,2,53.09,1,https://real.enamine.net/public-enum-files/Z385446074
Cl.NCCC1=CNC=2C=CC(F)=CC12,Z1741960310,214.667,178.207,1.734,-2.77,2,1,41.81,2,https://real.enamine.net/public-enum-files/Z1741960310
NS(=O)(=O)C1=NC2=CC=CC=C2N1,Z969591530,197.216,197.216,0.749,-2.49,2,3,88.84,1,https://real.enamine.net/public-enum-files/Z969591530
O=C(O)CCN1C=NC2=CC=CC=C21,Z53116455,190.199,190.199,1.19,-1.36,1,3,55.12,3,https://real.enamine.net/public-enum-files/Z53116455
O=C1NC=NC=2C3=CC=CC=C3OC12,Z62452555,186.167,186.167,0.865,-2.76,1,2,54.6,0,
CS(=O)(=O)NC=1C=CC(=CC1)C(=O)O,Z45636695,215.228,215.228,0.918,-1.47,2,4,83.47,2,https://real.enamine.net/public-enum-files/Z45636695
NC(=O)CCN1C=NC2=CC=CC=C21,Z53116464,189.214,189.214,0.481,-1.42,1,2,60.91,3,https://real.enamine.net/public-enum-files/Z53116464
O=C(O)C=1C=CC(O)=C(Cl)C1,Z104503564,172.566,172.566,2.073,-1.89,2,3,57.53,1,https://real.enamine.net/public-enum-files/Z104503564
O=C(O)C1=COC=2CCCC(=O)C12,Z1201618250,180.158,180.158,1.309,-1.38,1,3,67.51,1,https://real.enamine.net/public-enum-files/Z1201618250
Cl.CC(=O)NC1=CC=CC(N)=C1,Z2472857622,186.639,150.178,-0.066,-1.971,2,2,55.12,0,https://real.enamine.net/public-enum-files/Z2472857622
CS(=O)(=O)NCC1CCNCC1,Z285141528,192.281,192.281,-0.637,0.47,2,3,58.2,3,https://real.enamine.net/public-enum-files/Z285141528
NC=1C=CC=C(C1)C=2C=CC=NC2,Z732776044,170.211,170.211,1.486,-2.469,1,2,38.91,1,https://real.enamine.net/public-enum-files/Z732776044
CCN1C=C(C=N1)NC(=O)C2CCC2,Z373768900,193.246,193.246,1.125,-1.18,1,2,46.92,4,
COC=1C=CC=2NC=C(CN(C)C)C2C1,Z1509140850,204.269,204.269,1.987,-2.02,1,2,28.26,3,https://real.enamine.net/public-enum-files/Z1509140850
