sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
O=C(NCC=1C=CC=CC1F)C2CCCN2C(=O)OCC(F)(F)F,Z1083301226,348.293,348.293,2.979,-4.132,1,2,58.64,8,https://real.enamine.net/public-enum-files/Z1083301226
CC1=NC(=CS1)CC(=O)NN=CC=2C(F)=C(F)C(F)=C(F)C2F,Z49926721,349.281,349.281,1.487,-4.286,1,3,54.35,5,https://real.enamine.net/public-enum-files/Z49926721
CC1=CC(C)=NN1CC(C)NC(=O)C2(CC2)C=3C=CC(F)=CC3,Z749126804,315.386,315.386,2.553,-2.52,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z749126804
COC=1C=CC(C(C)=NNC=2C(F)=C(F)N=C(F)C2F)=C(C1)OC,Z49959616,343.277,343.277,3.186,-4.68,1,5,55.74,5,https://real.enamine.net/public-enum-files/Z49959616
CC(CN1C=CC=N1)NC(=O)C2(CC2)C=3C=CC(F)=CC3,Z402803950,287.333,287.333,2.015,-2.194,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z402803950
CC=1C=CC(=CC1C)N2N=NN=C2SC(C)C(=O)N3CCNC3=O,Z106670874,346.409,346.409,1.761,-5.309,1,5,93.01,5,https://real.enamine.net/public-enum-files/Z106670874
CC1=NN=C(NC(=O)C2CCCN(C2)C(=O)C3=CC=CS3)S1,Z301005050,336.435,336.435,1.428,-4.12,1,4,75.19,5,https://real.enamine.net/public-enum-files/Z301005050
CN1CCC(NC(=O)CCC(F)(F)F)C1C=2C=CC(Cl)=CC2,Z1535743614,334.765,334.765,2.593,-3.749,1,2,32.34,6,https://real.enamine.net/public-enum-files/Z1535743614
O=C(CN1CCSC1=O)NC2=CC=C3OC(=NC3=C2)C(F)(F)F,Z857690154,345.299,345.299,2.027,-4.165,1,3,75.44,5,https://real.enamine.net/public-enum-files/Z857690154
CC1=CC(C)=NN1C=2C=CC(=CN2)C(=O)NCC3CCCO3,Z382852536,300.356,300.356,1.705,-2.103,1,4,69.04,5,https://real.enamine.net/public-enum-files/Z382852536
CC1=NN(C)C=2SC(=CC12)C(=O)NCC3CCCO3,Z220755462,279.36,279.36,1.495,-2.738,1,3,56.15,4,https://real.enamine.net/public-enum-files/Z220755462
CCC1=NN=C(NC(=O)C=CC=2C=C3OC(C)CC3=CC2OC)S1,Z51755934,345.418,345.418,3.723,-4.54,1,5,73.34,6,https://real.enamine.net/public-enum-files/Z51755934
CCN(C(=O)CCCC1=CC=C(C)S1)C2CC(=O)NC2=O,Z1355653824,308.398,308.398,2.817,-3.276,1,3,66.48,7,https://real.enamine.net/public-enum-files/Z1355653824
CC(C)C1=CSC=2N=C(CC3CC3)NC(=O)C12,Z1537048292,248.346,248.346,3.023,-4.559,1,2,41.46,3,
CCN1CCN(CC1)C2=NN=C(S2)C=3C=CC=CC3,Z354262470,274.386,274.386,2.879,-3.812,0,4,32.26,3,https://real.enamine.net/public-enum-files/Z354262470
CC(=O)C=1C(C)=NC(C)=NC1SCC2=CSC(=N2)N(C)C3CC3,Z1429466926,348.489,348.489,2.978,-3.657,0,5,58.98,6,https://real.enamine.net/public-enum-files/Z1429466926
CC(C)N1N=CC2=C(C=C(N=C21)C3CC3)C(=O)NCCN(C)C,Z51983580,315.414,315.414,2.162,-1.946,1,4,63.05,7,https://real.enamine.net/public-enum-files/Z51983580
CC(C)C1=NC(=CS1)CC(=O)N2CCN(CC2)C3=NC=CS3,Z408459484,336.478,336.478,1.944,-3.19,0,4,49.33,5,https://real.enamine.net/public-enum-files/Z408459484
CC=1N=C(SC1C(=O)NCC2=NC=3C=CC=CC3S2)C(C)C,Z406552938,331.459,331.459,3.457,-3.92,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z406552938
CC(C)C1=NC(=CS1)CC(=O)N2CCC=3SC=CC3C2,Z406642908,306.449,306.449,2.326,-3.28,0,2,33.2,4,https://real.enamine.net/public-enum-files/Z406642908
CC1=NOC(C)=C1S(=O)(=O)N(C)CC2=CC=C(O2)C3CC3C,Z185191414,324.397,324.397,2.536,-2.5,0,3,76.55,5,https://real.enamine.net/public-enum-files/Z185191414
CC1=CSC(=O)N1CCC(=O)N(C)CC2=CC=C(O2)C3CC3C,Z198300676,334.435,334.435,1.969,-3.12,0,2,53.76,7,https://real.enamine.net/public-enum-files/Z198300676
COCC1=NN(CC2=NC(=NO2)C=3C=CC(F)=CC3)C(=O)O1,Z1416620914,306.25,306.25,0.266,-2.532,0,5,90.05,5,https://real.enamine.net/public-enum-files/Z1416620914
CCC=1N=NSC1C(=O)N(C)CC2=CC=C(O2)C3CC3C,Z165041298,305.397,305.397,2.413,-3.64,0,3,59.23,6,https://real.enamine.net/public-enum-files/Z165041298
CC1=CSC(CNC(=O)CC2=CSC(=N2)C(C)C)=N1,Z408464684,295.426,295.426,1.332,-1.96,1,3,54.88,6,https://real.enamine.net/public-enum-files/Z408464684
CCC(=O)N1CSCC1C(=O)NC=2C=CC=CC2C3=CC=CS3,Z1090265458,346.47,346.47,2.779,-5.661,1,2,49.41,6,https://real.enamine.net/public-enum-files/Z1090265458
CC(C)C1=NOC(=N1)C=2C=CC(=CC2)NC(=O)C3CCS(=O)(=O)C3,Z1090462234,349.407,349.407,0.79,-3.591,1,5,102.16,5,https://real.enamine.net/public-enum-files/Z1090462234
CCC1=CC=C(O1)C(=O)N2CCSC(C)C2C,Z1228041454,253.362,253.362,2.749,-3.97,0,1,33.45,3,https://real.enamine.net/public-enum-files/Z1228041454
CC1=NN(C)C(C)=C1CCC(=O)NC=2C=C(C=CC2F)C(F)(F)F,Z1090562456,343.32,343.32,2.548,-3.029,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z1090562456
CC1=NSC(=N1)N2CCOC(C)C2C,Z1439422127,213.301,213.301,1.362,-2.105,0,4,38.25,1,https://real.enamine.net/public-enum-files/Z1439422127
CS(=O)(=O)C=1C=CC(=CC1)C2=CSC(=N2)N3CCOCC3,Z53054623,324.421,324.421,1.094,-3.54,0,5,59.5,3,https://real.enamine.net/public-enum-files/Z53054623
COC=1C=CC(=CC1)CCC2CCN(CC2)C(=O)C3=NC(=O)NN3,Z756034868,330.382,330.382,1.621,-4.05,2,5,83.03,6,https://real.enamine.net/public-enum-files/Z756034868
CCCC1SCCN1C(=O)C2=CN=C(S2)C=3C=CC=NC3,Z1538178023,319.448,319.448,2.525,-4.23,0,3,46.09,5,https://real.enamine.net/public-enum-files/Z1538178023
O=C(CC(F)(F)F)NC(C=1N=CON1)C=2C=CC(Cl)=CC2,Z1538479128,319.667,319.667,1.156,-3.75,1,3,68.02,6,https://real.enamine.net/public-enum-files/Z1538479128
O=C(OC=1C=CC=CC1)N2CCN(CC2)C(=O)C3=CC=CN3,Z757381996,299.325,299.325,1.526,-3.93,1,2,65.64,5,https://real.enamine.net/public-enum-files/Z757381996
CCN1C=C(C=CC1=O)NC(=O)C2=CC(Cl)=C(Cl)N2C,Z758249766,314.167,314.167,2.31,-3.322,1,2,54.34,4,https://real.enamine.net/public-enum-files/Z758249766
CCCC1=NC(C)=C(S1)C(=O)NC2=NCC(=O)N2,Z757869576,266.321,266.321,-0.065,-2.16,2,4,83.45,5,https://real.enamine.net/public-enum-files/Z757869576
CC1CN(CC(C)S1)C(=O)C2=CC=CC(=C2)NC=3C=NN(C)C3,Z1452630667,330.45,330.45,2.856,-4.24,1,3,50.16,4,https://real.enamine.net/public-enum-files/Z1452630667
COC=1C=C2CCN(CCC2=CC1OC)C(=O)C3=CSN=N3,Z812852422,319.381,319.381,0.479,-2.742,0,5,64.55,4,https://real.enamine.net/public-enum-files/Z812852422
O=C(CC=1C=CC=CC1F)N2CCN(CC2)C(=O)C3=CSN=N3,Z878751612,334.37,334.37,0.506,-3.159,0,4,66.4,5,https://real.enamine.net/public-enum-files/Z878751612
CCOC=1C=CC=CC1OC2CCN(CC2)C(=O)C3=CSN=N3,Z811987908,333.407,333.407,0.758,-3.72,0,5,64.55,6,https://real.enamine.net/public-enum-files/Z811987908
O=C(NC1=NC=C(CC=2C=CC=CC2)S1)C3CCS(=O)(=O)C3,Z109478620,336.432,336.432,1.225,-3.569,1,4,76.13,5,https://real.enamine.net/public-enum-files/Z109478620
CC(=O)N1CCC2=CC=CC=C2C1CC(=O)NC3=NN=CS3,Z216776246,316.38,316.38,0.792,-3.902,1,4,75.19,5,https://real.enamine.net/public-enum-files/Z216776246
CC(=O)NC1=NC(=CS1)CSC2=NN=C(OC(C)C)S2,Z907724980,330.453,330.453,1.509,-5.021,1,5,77,7,https://real.enamine.net/public-enum-files/Z907724980
CC=1C=CC(=CC1F)C2=NOC(CCC(=O)N3CCSCC3)=N2,Z756937636,335.398,335.398,1.885,-4.066,0,3,59.23,5,https://real.enamine.net/public-enum-files/Z756937636
CC1=NC=C(CN(C)C(=O)NC=2C=C(C=CC2F)C(F)(F)F)S1,Z1093909410,347.333,347.333,2.719,-3.795,1,2,45.23,6,https://real.enamine.net/public-enum-files/Z1093909410
CC(NC(=O)NC=1C=C(C=CC1F)C(F)(F)F)C=2C=CN=CC2,Z1093906332,327.278,327.278,2.892,-3.82,2,2,54.02,6,https://real.enamine.net/public-enum-files/Z1093906332
CC=1N=C(S)SC1CC(=O)NC=2C=CC=C(C2)N3CCOCC3,Z758411736,349.474,349.474,1.826,-4.08,2,4,54.46,5,https://real.enamine.net/public-enum-files/Z758411736
O=C(NCC1=CN2C=C(Br)C=CC2=N1)C3CC3,Z758875766,294.147,294.147,1.671,-2.705,1,2,46.4,4,https://real.enamine.net/public-enum-files/Z758875766
CCOC1CCN(CC1)C(=O)CN2N=C(OC2=O)C=3C=CC=CC3,Z759047446,331.367,331.367,0.811,-3.57,0,4,71.44,6,https://real.enamine.net/public-enum-files/Z759047446
CC=1C=CN2C=C(CNC(=O)C3=CC(Cl)=C(Cl)N3C)N=C2C1,Z758989758,337.204,337.204,3.694,-4.384,1,2,51.33,4,https://real.enamine.net/public-enum-files/Z758989758
O=C(NC1CCOC=2C=CC=CC21)C=3C=C(F)C(F)=C(F)C3F,Z54646744,325.258,325.258,3.02,-5.094,1,2,38.33,3,https://real.enamine.net/public-enum-files/Z54646744
CC1=CC(C(=O)NNC(=O)C=2SC(C)=NC2C)=C(C)O1,Z54655156,293.343,293.343,1.816,-2.581,2,3,84.23,5,https://real.enamine.net/public-enum-files/Z54655156
CC1=NN(C)C=2SC(=CC12)C(=O)N3CCCSCC3,Z436971744,295.426,295.426,1.421,-3.582,0,2,38.13,2,https://real.enamine.net/public-enum-files/Z436971744
O=C(CN1N=NC(=N1)C2=CC=CS2)NCC3CCOC3,Z404728036,293.347,293.347,0.453,-2.19,1,5,81.93,6,https://real.enamine.net/public-enum-files/Z404728036
CN1CCC=2N=C(NC(=O)C3=CC=C(Cl)S3)SC2C1,Z54824215,313.828,313.828,2.232,-4.658,1,3,45.23,3,https://real.enamine.net/public-enum-files/Z54824215
O=C(CC1=CSC(=N1)N2CCCC2=O)NCCC3=CC=CS3,Z95791052,335.447,335.447,0.737,-3.533,1,3,62.3,7,https://real.enamine.net/public-enum-files/Z95791052
CN(C)CC1CN(CC2=CSC=N2)CCO1,Z1139725451,241.355,241.355,0.495,-0.441,0,4,28.6,4,https://real.enamine.net/public-enum-files/Z1139725451
CC1(CC1(Cl)Cl)C(=O)N(CC2=CC=CO2)C=3C=CC=CN3,Z451279102,325.19,325.19,2.393,-4.33,0,2,46.34,5,https://real.enamine.net/public-enum-files/Z451279102
COC=1C=CC(=CC1)CC2=NN=C(O2)SCC3=NC(C)=C(C)S3,Z1450450942,347.458,347.458,2.269,-4.155,0,4,61.04,6,https://real.enamine.net/public-enum-files/Z1450450942
CCOCCC1(CNC(=O)C2=CC=CC=N2)CCC1,Z1439431360,262.348,262.348,2.156,-2.115,1,3,51.22,8,https://real.enamine.net/public-enum-files/Z1439431360
CCOCCC1(CNC(=O)C2=CC=CC=C2Cl)CCC1,Z1439437612,295.805,295.805,2.644,-3.733,1,2,38.33,8,https://real.enamine.net/public-enum-files/Z1439437612
CC=1C=CSC1CN(C)C2CC(=O)N(C2=O)C(C)C3=CC=CN=C3,Z1159360759,343.445,343.445,2.996,-3.22,0,4,53.51,5,https://real.enamine.net/public-enum-files/Z1159360759
CC(=O)NC1=NN=C(SCC2=NC(C)=C(C)S2)S1,Z1454579152,300.427,300.427,1.374,-4.215,1,4,67.77,5,https://real.enamine.net/public-enum-files/Z1454579152
COCCN(CC(F)(F)F)C(=O)C1CC=2C=CC=C(F)C2O1,Z1264438799,321.268,321.268,2.774,-3.77,0,3,38.77,7,https://real.enamine.net/public-enum-files/Z1264438799
O=C(NCC1=NN=C2C=CC(=CN12)C(F)(F)F)C3=CC(Cl)=CC=C3Cl,Z154334686,389.159,389.159,2.803,-5.524,1,3,59.29,5,https://real.enamine.net/public-enum-files/Z154334686
CCC1=CC=2C(=O)N(C=NC2S1)CC(=O)N3CCOC(CC)C3,Z854294774,335.423,335.423,2.383,-4.12,0,4,62.21,4,https://real.enamine.net/public-enum-files/Z854294774
CC(C)C1=NOC(CN2C(=O)C(C)N(C2=O)C=3C=CC=CC3)=N1,Z270270504,314.34,314.34,1.666,-3.66,0,4,79.54,4,https://real.enamine.net/public-enum-files/Z270270504
N#CCN1CCCN(CC1)C=2N=CC(=CC2Cl)C(F)(F)F,Z238865016,318.725,318.725,2.372,-3.04,0,4,43.16,3,https://real.enamine.net/public-enum-files/Z238865016
CC1NC(=S)N(C1=O)C=2C=CC(F)=C(C2)C(F)(F)F,Z900697780,292.254,292.254,2.212,-4.073,1,1,32.34,2,https://real.enamine.net/public-enum-files/Z900697780
O=C1C(=CC=CN1CC2=CN3C=C(Cl)C=CC3=N2)C(F)(F)F,Z335991998,327.689,327.689,2.769,-3.365,0,2,37.61,3,https://real.enamine.net/public-enum-files/Z335991998
CCOC(=O)C(C)(C)C(=O)NCC=1C(F)=C(F)C=C(F)C1F,Z1542025463,321.268,321.268,2.672,-3.63,1,2,55.4,7,https://real.enamine.net/public-enum-files/Z1542025463
C#CCNC(=O)C1=CC(Cl)=C(Cl)N1C,Z370183544,231.078,231.078,2.562,-3.312,1,1,34.03,3,https://real.enamine.net/public-enum-files/Z370183544
CC1CN(C(=O)C2=CSC(=N2)C=3C=CSC3)C(C)CO1,Z351912448,308.422,308.422,2.314,-3.88,0,3,42.43,3,https://real.enamine.net/public-enum-files/Z351912448
CC(C)C(SC1=NN=C(C=2C=CN=CC2)N1C3CC3)C(=O)N(C)C,Z951270678,345.464,345.464,1.258,-4.241,0,4,63.91,7,https://real.enamine.net/public-enum-files/Z951270678
CC1=CN2N=C(SC2=N1)N3CCCN(C)CC3,Z354265044,251.353,251.353,1.118,-2.262,0,4,36.67,1,https://real.enamine.net/public-enum-files/Z354265044
N#CC=1C=CC=C(C1)OCCN2C(=O)C=3C=CC=CC3CS2(=O)=O,Z968461330,342.371,342.371,2.317,-4.326,0,5,87.47,4,https://real.enamine.net/public-enum-files/Z968461330
CC(C)NC(=O)C=1N=NN(C1C2CC2)C=3C=CC(Br)=CC3,Z971193602,349.226,349.226,2.734,-3.888,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z971193602
CC=1C=CC(C)=C2SC(=NC12)NC(=O)C3CCS(=O)(=O)C3,Z109632242,324.421,324.421,1.75,-3.82,1,4,76.13,3,https://real.enamine.net/public-enum-files/Z109632242
CC(C#N)(NC(=O)CN1C=NC=2C=CSC2C1=O)C3CC3,Z194464522,302.353,302.353,0.475,-2.865,1,4,85.56,5,https://real.enamine.net/public-enum-files/Z194464522
CC1=CSC(=N1)N2CCCN(CC2)C(=O)C3=CSC(C)=N3,Z878664340,322.452,322.452,1.316,-3.02,0,4,49.33,3,https://real.enamine.net/public-enum-files/Z878664340
Cl.O=C(OCC(F)(F)C(F)F)C=1C=CC=NC1,Z57001576,273.612,237.151,1.857,-3.05,0,2,39.19,5,https://real.enamine.net/public-enum-files/Z57001576
CC(N(C)C(=O)NCC1=CC=C(CN(C)C)C(F)=C1)C2(C)CC2,Z1543295865,321.434,321.434,2.734,-2.384,1,2,35.58,8,https://real.enamine.net/public-enum-files/Z1543295865
CC1=CSC(=N1)SC=2C=CC(=CN2)S(=O)(=O)N3CCCC3,Z57035794,341.476,341.476,2.853,-3.97,0,4,63.16,4,https://real.enamine.net/public-enum-files/Z57035794
CS(=O)(=O)NC=1C=CC(=CC1)C2=CSC(=N2)C3CC3,Z355286810,294.395,294.395,2.472,-2.858,1,3,59.06,4,https://real.enamine.net/public-enum-files/Z355286810
CCC1=NN2C(=O)C=C(CN3CCN(CC3)C(=O)C(C)C)N=C2S1,Z106308776,349.453,349.453,-0.353,-3.04,0,5,68.58,5,https://real.enamine.net/public-enum-files/Z106308776
CCC(C)(CNC(=O)CN1N=C2C=CC=CN2C1=O)N3CCOCC3,Z405839914,347.413,347.413,1.721,-2.21,1,5,77.48,6,https://real.enamine.net/public-enum-files/Z405839914
CC=1N=C2C=CC(=CC2=NC1C)C(=O)NNC(=O)C3CCCC3,Z371256292,312.367,312.367,2.56,-3.45,2,4,83.98,5,https://real.enamine.net/public-enum-files/Z371256292
CC(N(C)C1=NC=C(C#N)C=C1Cl)C2(C)CC2,Z1373464237,249.739,249.739,3.533,-2.64,0,3,39.92,3,https://real.enamine.net/public-enum-files/Z1373464237
CC1=C(OC2=CC(C)=C(C)C=C12)C(=O)NC3CCS(=O)(=O)C3,Z57788938,321.393,321.393,1.357,-4.43,1,3,76.38,3,https://real.enamine.net/public-enum-files/Z57788938
CCC(CC)CC(=O)NC(C)CC=1C(C)=NN(C)C1C,Z1414111748,279.422,279.422,2.166,-2.504,1,2,46.92,8,https://real.enamine.net/public-enum-files/Z1414111748
COCC1=NN(CC2=CSC(=N2)NC=3C=CC=CC3)C(=O)O1,Z1544958954,318.353,318.353,1.539,-3.01,1,5,76.05,6,https://real.enamine.net/public-enum-files/Z1544958954
CC1=CC=C2C=C(C(=O)N3CCS(=O)(=O)C(C)(C)C3)C(C)=NC2=C1,Z1402056185,346.446,346.446,2.125,-4.82,0,4,67.34,1,https://real.enamine.net/public-enum-files/Z1402056185
CS(=O)(=O)CCC(=O)NC(C=1C=CC(F)=CC1)C(F)(F)F,Z1227970010,327.297,327.297,1.073,-2.916,1,3,63.24,7,https://real.enamine.net/public-enum-files/Z1227970010
CC=1N=C(SC1C(=O)NCCC(=O)N2CCCC2)C3=CC=CS3,Z91058074,349.474,349.474,2.247,-3.82,1,3,62.3,7,https://real.enamine.net/public-enum-files/Z91058074
CCCSC=1N=CC(Cl)=C(N1)C(=O)NC2=NN=C(CC)S2,Z57906304,343.858,343.858,2.373,-5.59,1,5,80.66,7,https://real.enamine.net/public-enum-files/Z57906304
CSC=1N=CC(Cl)=C(N1)C(=O)NC2=NN=C(S2)C(C)C,Z57907067,329.831,329.831,1.714,-5.19,1,5,80.66,5,https://real.enamine.net/public-enum-files/Z57907067
CCSC=1N=CC(Cl)=C(N1)C(=O)NC2=NN=C(C)S2,Z57907421,315.805,315.805,1.315,-5.05,1,5,80.66,5,https://real.enamine.net/public-enum-files/Z57907421
CN(C(=O)CCC=1C=NN(C1)C=2C=CC=CC2)C3CCS(=O)(=O)C3,Z144343628,347.434,347.434,0.266,-1.894,0,4,72.27,6,https://real.enamine.net/public-enum-files/Z144343628
COC1=CC=C2OC(C(=O)NC(C)C3CC3)=C(C)C2=C1,Z89596113,273.328,273.328,2.993,-3.94,1,2,51.47,5,https://real.enamine.net/public-enum-files/Z89596113
O=C(NNC(=O)C1CCCCC1)C=2C=CC=C3C=CC=NC23,Z62744003,297.352,297.352,2.787,-4.88,2,3,71.09,5,https://real.enamine.net/public-enum-files/Z62744003
CN1C=C(Cl)C=C1C(=O)NC=2C=NC(=CC2)OCC(F)(F)F,Z421853400,333.694,333.694,3.86,-3.75,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z421853400
CC1(CC1(Cl)Cl)C(=O)NCC2=NN=C3C=CC=CN23,Z62865456,299.156,299.156,0.957,-3.3,1,3,59.29,4,https://real.enamine.net/public-enum-files/Z62865456
COC=1N=CC=CC1NC(=O)C=2C=C(C)N(C2C)C3CC3,Z437339598,285.342,285.342,2.648,-2.127,1,3,56.15,5,https://real.enamine.net/public-enum-files/Z437339598
O=C(NC=1C=CC(F)=CN1)C2CC(=O)N(CC(F)(F)F)C2,Z1101808066,305.229,305.229,1.655,-3.015,1,3,62.3,5,https://real.enamine.net/public-enum-files/Z1101808066
COCCN(C(=O)C=1C=C(ON1)C2=CC=CO2)C3CC3,Z437961046,276.288,276.288,1.636,-2.165,0,3,68.71,7,https://real.enamine.net/public-enum-files/Z437961046
NC(=O)C1CCN(C1)C(=O)C=CC=2C=C(C=CC2Cl)C(F)(F)F,Z438022124,346.732,346.732,2.522,-4.336,1,2,63.4,5,https://real.enamine.net/public-enum-files/Z438022124
CC(C)N1CCN(CC1)C(=O)CN2N=NN(C2=O)C3=CC=CS3,Z351706866,336.414,336.414,2.528,-2.26,0,5,71.82,5,https://real.enamine.net/public-enum-files/Z351706866
CC1=NOC(C)=C1CCC(=O)NC2=NN=CS2,Z199504162,252.295,252.295,0.654,-2.096,1,4,80.91,5,https://real.enamine.net/public-enum-files/Z199504162
CC=1OC(C)=C(C(=O)NC2=NN=CS2)C1C,Z247484764,237.28,237.28,1.112,-3.19,1,3,68.02,3,https://real.enamine.net/public-enum-files/Z247484764
CC1=NN(C)C(C)=C1CCC(=O)NC2=NN=CS2,Z216778564,265.336,265.336,0.79,-1.8,1,4,72.7,5,https://real.enamine.net/public-enum-files/Z216778564
O=C(CC(F)(F)F)NC1=CC=CC(=N1)OCC(F)F,Z1548561447,284.183,284.183,2.699,-3.642,1,3,51.22,7,https://real.enamine.net/public-enum-files/Z1548561447
O=C(CN1C=CN=N1)NC(CC(F)(F)F)C=2C=CC(Cl)=CC2,Z1548446915,332.709,332.709,1.86,-3.33,1,3,59.81,7,https://real.enamine.net/public-enum-files/Z1548446915
CN1C(=CC(Cl)=C1Cl)C(=O)NCC2=CC=CO2,Z358243662,273.115,273.115,3.106,-3.544,1,1,47.17,4,https://real.enamine.net/public-enum-files/Z358243662
CC1=NN(C)C(C)=C1CCC(=O)NC2=NN=C(S2)C3=CC=CO3,Z216704550,331.395,331.395,2.274,-2.977,1,4,85.84,6,https://real.enamine.net/public-enum-files/Z216704550
CC=1OC=CC1C(=O)NC2=NN=C(S2)C3CCCCC3,Z165067908,291.37,291.37,3.124,-4.77,1,3,68.02,4,https://real.enamine.net/public-enum-files/Z165067908
CC1=NC(C)=C(CC(=O)NC2=NN=C(S2)C3CCCCC3)C(=O)N1,Z402693182,347.437,347.437,1.355,-4.25,2,5,96.34,5,https://real.enamine.net/public-enum-files/Z402693182
O=C(CN1CCSC1=O)NC2=NN=C(S2)C3=CC=CO3,Z165141910,310.355,310.355,1.09,-4.497,1,4,88.33,5,https://real.enamine.net/public-enum-files/Z165141910
CC(C)C1=NN=C(NC(=O)CCC2=CC=CO2)S1,Z119819396,265.333,265.333,2.38,-3.098,1,3,68.02,6,https://real.enamine.net/public-enum-files/Z119819396
CC(C)C1=NN=C(NC(=O)C2COC=3C=CC=CC3C2)S1,Z119820854,303.381,303.381,3.026,-4.424,1,4,64.11,4,https://real.enamine.net/public-enum-files/Z119820854
CC(C)C1=NN=C(NC(=O)CC2=CSC(=N2)C(C)C)S1,Z406609224,310.441,310.441,2.416,-3.66,1,4,67.77,6,https://real.enamine.net/public-enum-files/Z406609224
CC(C)C1=NN=C(NC(=O)CC=2C=CC=3OCCOC3C2)S1,Z119818130,319.381,319.381,2.569,-4.131,1,5,73.34,5,https://real.enamine.net/public-enum-files/Z119818130
O=C(NC1=NN=C(S1)C2CCCCC2)C=3C=NC=CN3,Z165063604,289.358,289.358,1.816,-3.52,1,5,80.66,4,https://real.enamine.net/public-enum-files/Z165063604
CCC1=NN=C(NC(=O)CN2C=CC=N2)S1,Z169564590,237.283,237.283,0.766,-1.755,1,4,72.7,5,https://real.enamine.net/public-enum-files/Z169564590
CCC1=NN=C(NC(=O)CN2C(C)=CSC2=O)S1,Z90759569,284.361,284.361,0.394,-2.7,1,4,75.19,5,https://real.enamine.net/public-enum-files/Z90759569
CC1=NC(=CS1)CC(=O)N2CCCC(C2)C3=NC(=CS3)C(C)C,Z1266688098,349.517,349.517,2.421,-2.74,0,3,46.09,5,https://real.enamine.net/public-enum-files/Z1266688098
CCC1=NN=C(NC(=O)CC2=CC(Cl)=C3OCCOC3=C2)S1,Z192738440,339.799,339.799,2.954,-4.422,1,5,73.34,5,https://real.enamine.net/public-enum-files/Z192738440
O=C(C=1C=NN(C1C(F)(F)F)C=2C=CC(F)=CC2)N3CCOCC3,Z286032020,343.277,343.277,2.096,-3.703,0,3,47.36,4,https://real.enamine.net/public-enum-files/Z286032020
CC1CC(C)CN(C1)C(=O)CN2N=C3C=CC=CN3C2=O,Z296032802,288.346,288.346,2.264,-3.296,0,3,56.22,3,https://real.enamine.net/public-enum-files/Z296032802
O=C(CCC1=NC=C(O1)C=2C=CC=CC2F)NC3CC3,Z223941724,274.291,274.291,1.31,-2.582,1,2,55.13,6,https://real.enamine.net/public-enum-files/Z223941724
CC1=C(NC(=O)C2CCOCC2)C(=O)N(C=3C=CC=CC3)N1C,Z73227030,315.368,315.368,-0.408,-1.919,1,4,61.88,4,https://real.enamine.net/public-enum-files/Z73227030
CC(=O)NC=1C=C(F)C(F)=CC1NC(=O)C=2C=C(F)C=C(F)C2,Z994151356,326.246,326.246,2.446,-4.771,2,2,58.2,5,https://real.enamine.net/public-enum-files/Z994151356
CC(NC(=O)C1=CC=C(NC(=O)C2CC2)S1)C3=CC=CS3,Z221190308,320.433,320.433,2.55,-4.79,2,2,58.2,7,https://real.enamine.net/public-enum-files/Z221190308
CCN1CCN(CC1)C(=O)CN2N=C(OC2=O)C3=CC=CS3,Z236613146,322.385,322.385,1.945,-2.37,0,4,65.45,5,https://real.enamine.net/public-enum-files/Z236613146
CC1=NOC(C)=C1CSC=2N=CC=CC2C(=O)NNC(=O)C3CC3,Z79695777,346.406,346.406,0.573,-3.112,2,4,97.12,8,https://real.enamine.net/public-enum-files/Z79695777
CC1=NN(C)C(Cl)=C1C(=O)N(C)CC=2C=CSC2,Z240971928,283.778,283.778,2.069,-2.81,0,2,38.13,4,https://real.enamine.net/public-enum-files/Z240971928
O=C(NCCC1=CC=CC(Cl)=C1)C2=CC=C(NC2=O)C(F)(F)F,Z224865608,344.716,344.716,2.505,-4.864,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z224865608
CC1CC=2C=C(C=CC2N1S(C)(=O)=O)C3=CSC(=N3)N(C)C,Z73485918,337.463,337.463,3.108,-3.655,0,4,53.51,3,https://real.enamine.net/public-enum-files/Z73485918
CN(C)C(CNC(=O)C1=CC(Cl)=C(Cl)N1C)C2=CC=CS2,Z358361464,346.276,346.276,3.656,-4.115,1,2,37.27,6,https://real.enamine.net/public-enum-files/Z358361464
CCC=1N=NSC1C(=O)NCC2COC=3C=CC=CC3O2,Z90886143,305.354,305.354,1.87,-3.761,1,5,73.34,5,https://real.enamine.net/public-enum-files/Z90886143
O=C(CC=1C(F)=C(F)C(F)=C(F)C1F)NCC2COC=3C=CC=CC3O2,Z192812900,373.275,373.275,3.275,-5.08,1,3,47.56,4,https://real.enamine.net/public-enum-files/Z192812900
O=C(CN1CCCC1=O)NC2=CC=C(Cl)C(=C2)C(F)(F)F,Z79636660,320.695,320.695,2.876,-3.881,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z79636660
