sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
O=C(CN1C=NC=2C=CC(F)=CC2C1=O)NCC(F)(F)F,Z336830712,303.213,303.213,0.927,-3.56,1,3,61.77,4,https://real.enamine.net/public-enum-files/Z336830712
CC(NS(=O)(=O)N1CCOCC1)C2=CC=3C=CC=CC3O2,Z240241674,310.37,310.37,3.062,-3.211,1,4,71.78,4,https://real.enamine.net/public-enum-files/Z240241674
CCOC1CCCN(C1)C(=O)NC2=NN=C(S2)C(C)C,Z826228872,298.406,298.406,2.089,-3.19,1,4,67.35,6,https://real.enamine.net/public-enum-files/Z826228872
CC1=CC(=NO1)NC(=O)CN2C=C(C=C(Cl)C2=O)C(F)(F)F,Z14503497,335.666,335.666,1.981,-3.048,1,3,75.44,5,https://real.enamine.net/public-enum-files/Z14503497
C=CCNC(=O)NC(=O)CN1C=C(C=C(Cl)C1=O)C(F)(F)F,Z14505827,337.682,337.682,2.153,-3.024,2,3,78.51,8,https://real.enamine.net/public-enum-files/Z14505827
CC1=NN(C(C)=C1NC(=O)NC2=NN=CS2)C(C)C,Z594294206,280.351,280.351,0.615,-2.44,2,4,84.73,5,https://real.enamine.net/public-enum-files/Z594294206
CC(C)C1NC(=O)N(CC=2C=C(F)C=C3C=CC=NC23)C1=O,Z359612618,301.316,301.316,2.243,-4.066,1,3,62.3,3,https://real.enamine.net/public-enum-files/Z359612618
CC1=CN=C(NC(=O)CC2=CSC(=N2)NC(=O)C3CC3)S1,Z317492750,322.409,322.409,0.674,-3.82,2,4,83.98,7,https://real.enamine.net/public-enum-files/Z317492750
CC=1OC(=NC1CC(=O)N2CCOCC2)C3=CC=CS3,Z240161732,292.355,292.355,1.366,-2.564,0,3,55.57,4,https://real.enamine.net/public-enum-files/Z240161732
CC1=C(NC(=O)C2CCCO2)C(=O)N(C=3C=CC=CC3)N1C,Z27660828,301.341,301.341,0.206,-2.191,1,4,61.88,4,https://real.enamine.net/public-enum-files/Z27660828
O=C(NCC=1C=COC1)NC2=NN=C(S2)C3CC3,Z558485894,264.305,264.305,1.727,-2.61,2,3,80.05,6,https://real.enamine.net/public-enum-files/Z558485894
CSCCC1NC(=O)N(CC(=O)C2=C(C)NC=3C=CC=CC23)C1=O,Z15554816,345.418,345.418,1.977,-4.46,2,3,82.27,6,https://real.enamine.net/public-enum-files/Z15554816
CC1CC=2C=C(C=CC2N1CC=3C(F)=C(F)C(F)=C(F)C3F)S(N)(=O)=O,Z195944160,392.345,392.345,3.73,-4.851,1,3,63.4,3,https://real.enamine.net/public-enum-files/Z195944160
N#CCCC(C#N)CN1N=C(OC1=O)C=2C=CC=CC2,Z1032583926,268.271,268.271,0.624,-3.31,0,4,89.48,5,https://real.enamine.net/public-enum-files/Z1032583926
COC=1C=C(F)C(=CC1OC)NC(=O)CN2C=CC(=N2)C(F)(F)F,Z1147962368,347.266,347.266,1.699,-3.157,1,4,65.38,7,
CCN1C(=NN=C1C2=CC=CO2)SC(C)C(=O)N3CCNC3=O,Z112295678,335.383,335.383,0.77,-4.283,1,4,93.26,6,https://real.enamine.net/public-enum-files/Z112295678
CC(C=1C=CC=CC1F)N(C(=O)CN2C=CC=N2)C3CC3,Z341559912,287.333,287.333,2.534,-2.46,0,2,38.13,6,https://real.enamine.net/public-enum-files/Z341559912
CC1=CC(C(=O)CN2C(=O)NC(CC=3C=CC=CC3)C2=O)=C(C)N1C,Z15788862,339.389,339.389,2.603,-2.96,1,3,71.41,5,https://real.enamine.net/public-enum-files/Z15788862
O=C(NCC=1C=CC(F)=CC1C(F)(F)F)NC2=NC=CS2,Z409670812,319.28,319.28,3.287,-4.283,2,2,54.02,6,https://real.enamine.net/public-enum-files/Z409670812
CC(C)CC1NC(=O)N(CC2=CC(=O)N3C=CSC3=N2)C1=O,Z15849082,320.369,320.369,0.67,-3.94,1,4,82.08,4,https://real.enamine.net/public-enum-files/Z15849082
O=C(NC1=NN=CS1)NC2CCN(CCC=3C=CC=CC3)CC2,Z409510144,331.438,331.438,1.825,-3.742,2,4,70.15,5,https://real.enamine.net/public-enum-files/Z409510144
CC=1C=C(NC(=O)C2CC2C=3C=CC(F)=CC3)N(N1)C(C)(C)C,Z507279318,315.386,315.386,3.474,-3.52,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z507279318
O=C(NCC=1C=CC(=NC1)N2CCCCCC2)NC3=NN=CS3,Z432144226,332.426,332.426,2.057,-3.886,2,5,83.04,6,https://real.enamine.net/public-enum-files/Z432144226
CC1=NOC(C)=C1CC(=O)NCC2(CC2)C=3C=CC(F)=CC3,Z437535636,302.344,302.344,1.781,-1.888,1,2,55.13,6,https://real.enamine.net/public-enum-files/Z437535636
CC1=CC=C(O1)C(=O)NC2CCN(CC2)C=3SN=C(Cl)C3C#N,Z961142930,350.825,350.825,1.509,-5.05,1,4,82.16,4,https://real.enamine.net/public-enum-files/Z961142930
CCC=1N=NSC1C(=O)NC2=NC(=CS2)C3CC3,Z344198788,280.372,280.372,1.41,-3.349,1,4,67.77,5,https://real.enamine.net/public-enum-files/Z344198788
COC=1C=CC(=CC1)C2=CCN(CC3=NC=C(Cl)N3C)CC2,Z433932866,317.813,317.813,2.985,-2.87,0,3,30.29,4,https://real.enamine.net/public-enum-files/Z433932866
CC=1C=NN(CC2CC2)C1NC(=O)CC3=CC=CS3,Z927334174,275.371,275.371,1.689,-2.72,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z927334174
O=C(CSC=1N=CC(=CC1Cl)C(F)(F)F)C2=CC=CN2,Z16523240,320.719,320.719,3.541,-5.071,1,2,45.75,5,https://real.enamine.net/public-enum-files/Z16523240
CC(C)N1C=NN=C1SCC(=O)NC=2C=CC=NC2Cl,Z16605679,311.792,311.792,0.434,-4.14,1,4,72.7,6,https://real.enamine.net/public-enum-files/Z16605679
CC1=NC(C)=C(S1)C(=O)NCCNC(=O)C2=CC=CS2,Z510484536,309.41,309.41,1.57,-3.098,2,3,71.09,7,https://real.enamine.net/public-enum-files/Z510484536
CCSC1=NN=C(SCC(=O)C=2C=C(C)N(C)C2C)S1,Z16687646,327.492,327.492,2.804,-5.2,0,3,47.78,6,https://real.enamine.net/public-enum-files/Z16687646
CSC(C)CNC(=O)CC1=CSC(=N1)C2=CC=CS2,Z1499701989,312.478,312.478,2.338,-3.947,1,2,41.99,7,https://real.enamine.net/public-enum-files/Z1499701989
O=C(CN1CCN(CC(F)(F)F)CC1)NC=2C=CC=CC2Cl,Z200787240,335.753,335.753,1.331,-2.979,1,3,35.58,6,https://real.enamine.net/public-enum-files/Z200787240
CCC1=NOC(CN(CC2=CC=CS2)C3CCS(=O)(=O)C3)=N1,Z268802204,341.452,341.452,0.592,-2.13,0,5,76.3,6,https://real.enamine.net/public-enum-files/Z268802204
CC(C)=CC1C(C(=O)N(C)CC2=NC=3C=CSC3C(=O)N2)C1(C)C,Z239423422,345.461,345.461,2.322,-4.37,1,3,61.77,5,https://real.enamine.net/public-enum-files/Z239423422
O=C(CSC1=NC2=CC(Cl)=CN=C2N1)NCC3CCCO3,Z17101445,326.803,326.803,1.997,-4.249,2,4,79.9,6,https://real.enamine.net/public-enum-files/Z17101445
CC1=NN(C)C(C)=C1C(C)C(=O)NC2CC2C=3C=CC(F)=CC3,Z941305334,315.386,315.386,1.837,-2.56,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z941305334
CN(CC(F)(F)F)C(=O)NC1=CC(=CC=C1F)N2C=NN=N2,Z1801791210,318.231,318.231,1.325,-3.541,1,4,75.94,6,https://real.enamine.net/public-enum-files/Z1801791210
CCCN1N=NN=C1CN2N=C(C=C(C2=O)C(F)(F)F)C3CC3,Z734998632,328.294,328.294,1.23,-1.89,0,5,76.27,6,https://real.enamine.net/public-enum-files/Z734998632
CC1=NN(CC(C)C)C(Cl)=C1C=CC(=O)N2CCC(C2)C(N)=O,Z438022086,338.833,338.833,1.573,-3.494,1,3,81.22,6,https://real.enamine.net/public-enum-files/Z438022086
CCC=1N=NSC1C(=O)N2CC=C(CC2)C=3C=CC=CC3,Z145177850,299.392,299.392,2.084,-4.123,0,3,46.09,4,https://real.enamine.net/public-enum-files/Z145177850
CC1=NN(CC(C)C)C(Cl)=C1C=CC(=O)N(C)C2(C#N)CCC2,Z878670210,334.844,334.844,2.744,-4.168,0,3,61.92,6,https://real.enamine.net/public-enum-files/Z878670210
CC1CC1C2=CC=C(C=CC(=O)NCC(C=3C=CSC3)N(C)C)O2,Z346204418,344.473,344.473,4.087,-4.1,1,2,45.48,8,https://real.enamine.net/public-enum-files/Z346204418
CC=1N=C(NC(=O)C2=CC(=NN2)C(C)(C)C)SC1SCC#N,Z1000168264,335.451,335.451,2.815,-5.17,2,4,94.46,6,https://real.enamine.net/public-enum-files/Z1000168264
CC1CCCC(C1)NC(=O)NC2=NN=CS2,Z409508798,240.327,240.327,2.39,-3.851,2,3,66.91,4,https://real.enamine.net/public-enum-files/Z409508798
CC(NC(=O)C=1C=C(NN1)C2CC2)C3=CC=C(Cl)S3,Z367211734,295.789,295.789,3.449,-4.454,2,2,57.78,5,https://real.enamine.net/public-enum-files/Z367211734
CC1=NN(C)C(C)=C1C(=O)NC2CC2C=3C=CC=CC3C(F)(F)F,Z993542534,337.34,337.34,2.283,-3.295,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z993542534
O=C(NCC=1C=COC1)NC=2C=CC(=CC2)N3CCCS3(=O)=O,Z433235396,335.38,335.38,0.995,-2.963,2,3,91.65,6,https://real.enamine.net/public-enum-files/Z433235396
CC=1C=C(C)N(CC(C)CNC(=O)N2CCSCC2)N1,Z558538344,296.433,296.433,1.864,-2.28,1,2,50.16,6,https://real.enamine.net/public-enum-files/Z558538344
CC1=NC(=CS1)CSC2=NC=CC(=N2)C(F)(F)F,Z246982518,291.318,291.318,2.252,-3.576,0,3,38.67,4,https://real.enamine.net/public-enum-files/Z246982518
CCSC1=NN=C(NC(=O)CCC=2C=CSC2)S1,Z73245062,299.439,299.439,2.786,-5.066,1,3,54.88,7,https://real.enamine.net/public-enum-files/Z73245062
CC1=CC(C(=O)NNC(=O)CCC2CCCCC2)=C(C)O1,Z32992862,292.374,292.374,3.324,-4.638,2,2,71.34,7,https://real.enamine.net/public-enum-files/Z32992862
N#CC=1C=CC(=C(F)C1)N2CCCN(CC(F)(F)F)CC2,Z1002206308,301.283,301.283,2.823,-3.417,0,3,30.27,3,https://real.enamine.net/public-enum-files/Z1002206308
CCC(CC)(CNC(=O)C=1C=CC(=O)NN1)C=2C=CC(Cl)=CC2,Z1001992086,333.813,333.813,2.474,-4.59,2,3,70.56,7,https://real.enamine.net/public-enum-files/Z1001992086
CN(CC(=O)NCC(F)(F)F)S(=O)(=O)C=1C=CC=C(F)C1F,Z1003271018,346.275,346.275,1.581,-3.43,1,3,66.48,7,https://real.enamine.net/public-enum-files/Z1003271018
O=C(C1=CC=CS1)N2CCCN(CC3=CSC=N3)CC2,Z1069965810,307.437,307.437,1.015,-2.784,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z1069965810
CCC1=CC=2C(=O)N(C=NC2S1)CC(=O)NCC3CC3,Z267638268,291.37,291.37,1.758,-3.632,1,3,61.77,5,https://real.enamine.net/public-enum-files/Z267638268
O=C(NCCCSC1=NC=CS1)C2CCC2,Z1203289013,256.39,256.39,1.845,-3.386,1,2,41.99,7,https://real.enamine.net/public-enum-files/Z1203289013
CCOC(=O)NNC(=O)C=1C=CC(=CC1)N2CCC(C)=N2,Z462281758,290.318,290.318,1.408,-2.99,2,4,83.03,7,https://real.enamine.net/public-enum-files/Z462281758
CCN(CCC(F)(F)F)C(=O)CC=1C=CC(Cl)=CC1,Z966182044,293.713,293.713,2.98,-3.79,0,1,20.31,7,https://real.enamine.net/public-enum-files/Z966182044
O=C(NC1CC1C=2C(F)=CC=CC2Cl)C=3C=CC(=NC3)C(F)(F)F,Z1251486694,358.718,358.718,4.094,-5.022,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z1251486694
CC=1C=CC(F)=C(C1)C(=O)NC2=CN(C)N=C2C(F)(F)F,Z1504915768,301.24,301.24,1.08,-3.664,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z1504915768
C[C@H]1NC(=O)N(C1=O)C=2C=CC(OCC(F)(F)F)=C(C2)C(F)(F)F,Z1891999649,356.221,356.221,2.403,-4.242,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z1891999649
CC(NC(=O)CC(F)(F)F)C1=CC=C(Cl)S1,Z364944812,271.688,271.688,2.453,-4.267,1,1,29.1,4,https://real.enamine.net/public-enum-files/Z364944812
O=C1CCC(=O)N1CCSC=2N=CC=CC2Cl,Z334843494,270.736,270.736,1.85,-2.948,0,3,50.27,4,https://real.enamine.net/public-enum-files/Z334843494
O=C(CSC1=NN=C(N1)C=2C=CC=CC2F)NCC(F)(F)F,Z17356640,334.294,334.294,1.538,-6.038,2,3,70.67,7,https://real.enamine.net/public-enum-files/Z17356640
CN1C=C(C=N1)S(=O)(=O)NC2CC2C=3C=CC=CC3C(F)(F)F,Z1003496548,345.342,345.342,2.654,-2.682,1,3,63.99,4,https://real.enamine.net/public-enum-files/Z1003496548
CCC1CN(CCO1)C(=O)CCN2N=C(OC2=O)C3=CC=CS3,Z323852264,337.396,337.396,1.916,-3.32,0,4,71.44,6,https://real.enamine.net/public-enum-files/Z323852264
CC1=NN(C(C)=C1NC(=O)NC2=NN=C(S2)C(C)C)C(C)C,Z594801232,322.431,322.431,2.042,-2.95,2,4,84.73,4,https://real.enamine.net/public-enum-files/Z594801232
CC1=CC=C(CN(C(=O)NC2=NN=C(S2)C(C)C)C3CC3)O1,Z594800666,320.412,320.412,3.09,-3.95,1,3,71.26,5,https://real.enamine.net/public-enum-files/Z594800666
CC=1C=CC(=CN1)CC(=O)NC=2C=CC(Cl)=C(C2)C(F)(F)F,Z594967464,328.717,328.717,3.638,-3.862,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z594967464
O=C(NCCN1C(=O)CSC1=O)C=2C=CC=3C=CC=CC3N2,Z595014608,315.349,315.349,1.177,-4.392,1,4,79.37,5,https://real.enamine.net/public-enum-files/Z595014608
O=C(NCCN1C(=O)CSC1=O)C=2C=C(NN2)C=3C=CC=CC3,Z595015284,330.363,330.363,1.261,-4.513,2,4,95.16,6,https://real.enamine.net/public-enum-files/Z595015284
CC=1C=CC=2C(=COC2C1)CC(=O)NCCN3C(=O)CSC3=O,Z595014854,332.376,332.376,1.245,-4.27,1,3,79.62,6,https://real.enamine.net/public-enum-files/Z595014854
CC=1C=C(CSC2=NN=C(C(C)C)N2C3CC3)ON1,Z213374344,278.375,278.375,1.346,-2.93,0,3,56.74,5,https://real.enamine.net/public-enum-files/Z213374344
CC1=NNC(C)=C1C=C2SC(=S)N(C2=O)C=3C=CC(F)=CC3,Z449715338,333.407,333.407,2.827,-5.466,1,2,48.99,2,https://real.enamine.net/public-enum-files/Z449715338
CC(C)C1=NC(=CS1)CC(=O)N(C)CC=2C=CSC2,Z406591288,294.438,294.438,2.071,-2.71,0,2,33.2,5,https://real.enamine.net/public-enum-files/Z406591288
CC1=NN(C)C=2N=C(C=C(C(=O)N(C)CC3CC3)C12)C(C)C,Z599684596,300.399,300.399,1.99,-3.27,0,3,51.02,5,https://real.enamine.net/public-enum-files/Z599684596
COC=1C=CC=C2C(C)=C(OC12)C(=O)NC3(C)CCS(=O)(=O)C3,Z995717720,337.393,337.393,1.059,-3.67,1,4,85.61,4,https://real.enamine.net/public-enum-files/Z995717720
CN1C(=CC(Cl)=C1Cl)C(=O)NS(=O)(=O)C(F)F,Z477344040,307.102,307.102,2.702,-3.06,1,3,68.17,4,https://real.enamine.net/public-enum-files/Z477344040
CC=1N=CSC1C(=O)N2CCN(CC3=CC=C(Cl)S3)CC2,Z422504432,341.882,341.882,2.683,-4.308,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z422504432
COCC(C)NC(=O)C1=CC=CC(=C1)CN2C(=O)CSC2=O,Z286311248,322.381,322.381,1.098,-3.67,1,4,75.71,7,https://real.enamine.net/public-enum-files/Z286311248
CC(C)CN1C=CC=2C=C(C=CC21)NC(=O)C3CC3[N+]([O-])=O,Z971810066,301.341,301.341,3.716,-3.49,1,3,77.17,5,https://real.enamine.net/public-enum-files/Z971810066
CC1=CC(=O)N2N=C(SC2=N1)N3CC(C)OC(C)C3,Z237650398,280.348,280.348,-0.058,-3.63,0,5,57.5,1,https://real.enamine.net/public-enum-files/Z237650398
CCN1C=C(Br)C=C1C(=O)NCC2=NC(=NO2)C3CC3,Z1005754696,339.188,339.188,2.054,-2.21,1,3,72.95,5,https://real.enamine.net/public-enum-files/Z1005754696
COCCN1C=NN=C1SCC2=NC=3C=CC=CC3S2,Z18126747,306.409,306.409,1.182,-3.625,0,4,52.83,6,https://real.enamine.net/public-enum-files/Z18126747
CC(=O)C1=C(C)NC(C2=CSC(CN3C(=O)CCC3=O)=N2)=C1C,Z606159806,331.391,331.391,0.885,-2.56,1,4,83.13,4,https://real.enamine.net/public-enum-files/Z606159806
CSC=1SC(=NC1C)NC(=O)CC=2C(C)=NN(C)C2C,Z996460822,310.441,310.441,2.2,-2.57,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z996460822
CCCOC=1C=CC(=CC1OCC)C(=O)NC2=NCC(=O)N2,Z606239666,305.33,305.33,0.78,-3,2,5,89.02,6,https://real.enamine.net/public-enum-files/Z606239666
CC(C)CC1=NC(CSC2=NC=CN2C3CC3)=NO1,Z283820548,278.375,278.375,2.362,-2.85,0,3,56.74,6,https://real.enamine.net/public-enum-files/Z283820548
CC=1C=NC(=NC1)S(=O)(=O)CC2=CSC(=N2)C(C)(C)C,Z608402202,311.426,311.426,1.726,-2.361,0,5,72.81,4,https://real.enamine.net/public-enum-files/Z608402202
COC=1C=CC(C)=CC1CCNC(=O)CC2OC(=O)C=3C=CC=CC32,Z95979151,339.386,339.386,2.222,-4.358,1,3,64.63,6,https://real.enamine.net/public-enum-files/Z95979151
CN1CC(=O)N(CC(=O)NC2=CC=C(Cl)C(=C2)C(F)(F)F)C1=O,Z18501093,349.693,349.693,2.403,-4.161,1,3,69.72,4,https://real.enamine.net/public-enum-files/Z18501093
O=C(COC1=NC=NC2=CC=CC=C12)NC(=O)NC3CCCC3,Z18537477,314.34,314.34,2.561,-4.21,2,5,93.21,7,
CC1=CC(C(=O)N2CCCS2(=O)=O)=C(C)N1C3=NC=CS3,Z762199996,325.409,325.409,1.423,-3.044,0,4,72.27,3,https://real.enamine.net/public-enum-files/Z762199996
CCC=1SC(=CC1C)C(=O)NNC(=O)C=2C(C)=NOC2C,Z85197423,307.37,307.37,2.469,-3.65,2,3,84.23,4,https://real.enamine.net/public-enum-files/Z85197423
CC=1N=C(SC1C(=O)N2CCN(C)CC2C)C=3C=CSC3,Z1166179822,321.464,321.464,2.736,-3.19,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z1166179822
CC1CN(CCO1)C(=O)CC2=CSC(=N2)C=3C=CC=CN3,Z212852456,303.381,303.381,1.006,-2.382,0,4,55.32,3,https://real.enamine.net/public-enum-files/Z212852456
O=C1NC(=NC2=CC=C(Br)C=C12)C3CSCCS3,Z1356053030,343.265,343.265,2.098,-5.514,1,2,41.46,1,
CC1=NN(CC=2C=CC=CC2)C(Cl)=C1C(=O)N3CCSCC3,Z655139566,335.853,335.853,2.863,-4.545,0,2,38.13,4,https://real.enamine.net/public-enum-files/Z655139566
CCC1CN(CCO1)C(=O)CC2=CSC(=N2)C=3C=CC=CN3,Z383189310,317.408,317.408,1.535,-2.777,0,4,55.32,4,https://real.enamine.net/public-enum-files/Z383189310
O=C(CSC1=NN=CN1C=2C=CC=CC2)NC(=O)NC3CCCC3,Z18846746,345.421,345.421,2.169,-4.95,2,4,88.91,8,https://real.enamine.net/public-enum-files/Z18846746
CCN(CC)C(=S)SCC1=CC(=O)N2C=CSC2=N1,Z18905935,313.466,313.466,1.805,-4.396,0,2,35.91,5,https://real.enamine.net/public-enum-files/Z18905935
CC1=CN2CC(CCC2=N1)NC(=O)C3=CC(Cl)=C(Cl)N3C,Z985662702,327.209,327.209,2.405,-2.92,1,2,51.85,3,https://real.enamine.net/public-enum-files/Z985662702
CCC=1N=NSC1C(=O)NC2CCC3=NC(C)=CN3C2,Z985660260,291.374,291.374,0.854,-1.72,1,4,72.7,4,https://real.enamine.net/public-enum-files/Z985660260
CC1=NN(C)C(Cl)=C1C(=O)N2CC(C)OC(C)(C)C2,Z856471790,285.77,285.77,1.727,-2.643,0,3,47.36,2,https://real.enamine.net/public-enum-files/Z856471790
O=C(CN1N=CC(Cl)=C(Cl)C1=O)NC=2C=CC=3OC(F)(F)OC3C2,Z19023983,378.115,378.115,2.114,-4.881,1,5,80.23,3,https://real.enamine.net/public-enum-files/Z19023983
O=C(OC=1C=CC(Cl)=CC1)N2CCCCC2,Z274555272,239.698,239.698,3.473,-3.47,0,1,29.54,3,https://real.enamine.net/public-enum-files/Z274555272
CCC1=NC(=CS1)CS(=O)CC=2C=C(C)ON2,Z1010823502,270.374,270.374,-0.092,-0.931,0,3,55.99,5,https://real.enamine.net/public-enum-files/Z1010823502
O=C(CCC(F)(F)F)N1CCC(CC1)OC=2C=CC=CC2Cl,Z1510540704,335.749,335.749,2.114,-4.576,0,2,29.54,5,https://real.enamine.net/public-enum-files/Z1510540704
CC=1N=C(SCC2=CSC(=N2)C(C)C)SC1CC(N)=O,Z406411718,327.492,327.492,1.739,-3.55,1,3,68.87,6,https://real.enamine.net/public-enum-files/Z406411718
CC1=CSC2=NC(=CC(=O)N12)CSC3=NCCS3,Z19631257,297.423,297.423,0.846,-4.156,0,3,45.03,3,https://real.enamine.net/public-enum-files/Z19631257
CC(C)C(NS(=O)(=O)C1=CC=CS1)C(=O)NC2=NC=CS2,Z28173226,345.465,345.465,2.29,-4.6,2,4,88.16,7,https://real.enamine.net/public-enum-files/Z28173226
CSC1=NC=CN1C=2C=CC=C(C2)C(=O)NCC3CC3,Z640288968,287.382,287.382,3.126,-3.78,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z640288968
O=C(CCC1=CC=CO1)NNC(=O)CN2CCCC=3C=CC=CC32,Z144938880,327.378,327.378,2.767,-3.327,2,3,74.58,8,https://real.enamine.net/public-enum-files/Z144938880
[O-][N+](=O)C1CC1C(=O)N=C2SC=CN2CC=3C=CC=CC3Cl,Z424979340,337.783,337.783,4.452,-4.53,0,5,75.81,4,https://real.enamine.net/public-enum-files/Z424979340
[O-][N+](=O)C1CC1C(=O)N=C2SC=CN2CC=3C=CC=CC3F,Z424979668,321.329,321.329,3.882,-4.08,0,5,75.81,4,https://real.enamine.net/public-enum-files/Z424979668
O=C(COC(=O)C1CC1)NC2=C(Cl)C=CC=C2C(F)(F)F,Z19797087,321.68,321.68,1.488,-3.998,1,2,55.4,6,https://real.enamine.net/public-enum-files/Z19797087
CC1=NOC(C)=C1CN2C(=O)C=3C=CC=CC3CS2(=O)=O,Z1013838278,306.339,306.339,1.266,-2.537,0,4,80.48,2,https://real.enamine.net/public-enum-files/Z1013838278
COC=1C=CC(OC)=C(C1)CN(CC2=NC=C(Cl)N2C)C3CC3,Z354954064,335.829,335.829,2.929,-2.779,0,4,39.52,7,https://real.enamine.net/public-enum-files/Z354954064
O=C(CN1CCN(CC(F)(F)F)CC1)NC=2C=C(F)C=C(F)C2,Z200797890,337.289,337.289,1.79,-2.795,1,3,35.58,5,https://real.enamine.net/public-enum-files/Z200797890
CC=1N=C(SCCCC2=NC=3C=CC=CC3O2)SC1CC(N)=O,Z729329392,347.458,347.458,2.149,-4.01,1,3,82.01,7,https://real.enamine.net/public-enum-files/Z729329392
CC1=CSC(=N1)N2CCCN(CC2)C(=O)CC3=CC=CS3,Z812383546,321.464,321.464,2.196,-3.5,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z812383546
O=C(NCCC1=CSC=N1)NC=2C=C(C=CC2F)C(F)(F)F,Z1511957929,333.306,333.306,2.753,-4.023,2,2,54.02,7,https://real.enamine.net/public-enum-files/Z1511957929
O=C(CC1=CC=CS1)NC=2C=NN(C2)CC3CCCO3,Z771097382,291.37,291.37,1.205,-1.74,1,3,56.15,5,https://real.enamine.net/public-enum-files/Z771097382
COCCCN1CCN(CC1)C=2N=CC(=CC2Cl)C(F)(F)F,Z642294780,337.769,337.769,3.375,-2.582,0,4,28.6,6,https://real.enamine.net/public-enum-files/Z642294780
CN(CC(=O)NC(C)(C)C)C=1SN=C(Cl)C1C#N,Z642789626,286.782,286.782,1.785,-3.464,1,4,69.02,5,https://real.enamine.net/public-enum-files/Z642789626
N#CC=1C(Cl)=NSC1N2CCN(CC=3C=CN=CC3)CC2,Z642339490,319.814,319.814,1.7,-3.119,0,5,56.05,3,https://real.enamine.net/public-enum-files/Z642339490
CC1=CN2C=C(C=CC2=N1)NC(=O)C3(C)CC3(Cl)Cl,Z994052806,298.168,298.168,3.17,-3.43,1,2,46.4,3,https://real.enamine.net/public-enum-files/Z994052806
CCC1CN(CCO1)C(C)C2=NN=C(O2)C3=CC=CS3,Z354577386,293.386,293.386,1.718,-2.508,0,4,51.39,4,https://real.enamine.net/public-enum-files/Z354577386
N#CC=1C=CC(=CC1)N2CCCN(CC2)C(=O)NC3=NN=CS3,Z415951456,328.394,328.394,1.265,-4.49,1,5,85.15,4,https://real.enamine.net/public-enum-files/Z415951456
CCCC(C)(C)NC(=O)C=1SC=NC1Cl,Z960108486,246.758,246.758,2.177,-4.13,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z960108486
C=1SC(=NC1CN2CCSCC2)C=3N=CC=CN3,Z644488086,278.399,278.399,0.901,-2.099,0,4,41.91,3,https://real.enamine.net/public-enum-files/Z644488086
NS(=O)(=O)C=1C=CC(=CC1)C2=CSC(=N2)C3CCCC3,Z1015260370,308.422,308.422,2.987,-4.155,1,3,73.05,3,https://real.enamine.net/public-enum-files/Z1015260370
CC1=CC(C(=O)N2CCOCC2(C)C)=C(C)N1CC3=CC=CC=N3,Z899501426,327.422,327.422,2.084,-2.25,0,3,47.36,4,https://real.enamine.net/public-enum-files/Z899501426
FC(F)(F)C=1C=NC(=C(Cl)C1)N2CCOC(CN3C=NC=N3)C2,Z1139215333,347.724,347.724,1.494,-3.638,0,5,56.07,4,https://real.enamine.net/public-enum-files/Z1139215333
FC(F)(F)C=1C=NC(=C(Cl)C1)N2CCC(CC2)N3C=NC=N3,Z968698196,331.724,331.724,1.741,-3.817,0,4,46.84,3,https://real.enamine.net/public-enum-files/Z968698196
CC1=NOC(CCNC(=O)NC=2C=CC(Cl)=C(C2)C(F)(F)F)=N1,Z994939030,348.708,348.708,2.62,-3.511,2,3,80.05,7,https://real.enamine.net/public-enum-files/Z994939030
O=C(COC=1C=CC(Cl)=CC1C(F)(F)F)NC2CCOCC2,Z1651626666,337.722,337.722,2.344,-4.15,1,3,47.56,6,https://real.enamine.net/public-enum-files/Z1651626666
CC=1C=C(NC(=O)CNC(=O)C2CC2)N(N1)C3=CC=CC(Cl)=C3,Z991780408,332.785,332.785,2.323,-3.81,2,3,76.02,7,https://real.enamine.net/public-enum-files/Z991780408
CC=1C=CC=CC1CC(=O)N2CCCS2(=O)=O,Z762199286,253.319,253.319,1.355,-2.434,0,3,54.45,3,https://real.enamine.net/public-enum-files/Z762199286
CC1=CC(=O)N2N=C(SC2=N1)N3CCCCC3,Z270735090,250.322,250.322,0.286,-3.15,0,4,48.27,1,https://real.enamine.net/public-enum-files/Z270735090
